"You must be logged in to redeem points. To proceed to the log-in page press OK.","You must be logged in to redeem points. To proceed to the log-in page press OK."
"You cannot spend more points on this cart.","You cannot spend more points on this cart."
"Points you will earn:","Points you will earn:"
"No extra points to earn on this cart.","No extra points to earn on this cart."
"You Will Earn:","Bạn sẽ được tặng:"
"You Will Spend:","Bạn sẽ sử dụng:"
"Not Enough Points!","Không đủ Wannabe Xu!"
"There are currently no products you can purchase using your points.","Hiện tại không có sản phẩm mà bạn có thể mua bằng Wannabe Xu của bạn."
"Point Amount:","Số Wannabe Xu:"
"Currency:","Tiền tệ:"
"Comment:","Bình luận:"
"Send to Friend","Send to Friend"
"My Points","Quản lý Wannabe Xu của bạn"
"Balance: ","Hiện có: "
"To Spend: ","Dự định dùng: "
"You are spending too many points!  You may not be able to checkout.","Bạn đang sử dụng quá nhiều Wannabe Xu! Bạn có thể không có khả năng thanh toán."
"Remaining: ","Sẽ còn: "
"You have No Points in your account.","Bạn không có Wannabe Xu nào trong tài khoản."
"You have no points to spend.","Bạn không có Wannabe Xu nào để đổi."
"You have %s to spend.","Bạn có %s để đổi sản phẩm."
"You are trying to redeem points without being logged in.  Please log-in or create a new account to spend points.","Bạn Phải đăng nhập mới sử dụng Wannabe Xu để được giảm giá, Hãy đăng nhập hoặc tạo tài khoản mới để Sử dụng Wannabe Xu."
"Please log-in or create an account, to use your points.","Xin vui lòng đăng nhập hay tạo tài khoản để quản lý <a href=""http://wannabe.com.vn/wannabe-xu.html"" title=""Hướng dẫn về Wannabe Xu""><strong>Wannabe Xu</strong></a> của bạn."
"Manage My Points","Quản lý Wannabe Xu của bạn"
"Log-in or create a new account","Đăng nhập hay tạo tài khoản mới"
"Points Summary","Tóm tắt các Wannabe Xu"
"My Points & Rewards","Wannabe Xu & phần thưởng của tôi"
"You have %s in your account.","Bạn có %s trong tài khoản của bạn."
"%s pending approval are pending approval.","%s đang trong tình trạng chờ xét."
"%s are on hold.","%s bị tạm giữ."
"Take a look at our rewards catalog today.","Hãy xem phần thưởng trong danh mục của chúng tôi vào ngày hôm nay."
"You have no transfers.","Bạn không có chuyển giao."
"Free using <b>%s!</b>","Mua giá <span class=""price""><b>0đ</b></span> với <span class=""price""><b>%s!</b></span>"
"As low as <b>%s</b> using <b>%s</b>","Chỉ còn <b>%s</b> với <b>%s</b>"
"Earn %s","Được tặng %s"
"You have %s","Hiện có %s"
"You could receive %s for writing ","Bạn có thể nhận được s% cho phần viết "
"Order ##","Đơn hàng ##"
"Unable to find any products tagged with ","Không tìm thấy bất kỳ sản phẩm được đánh tag"
"RSS link to %s","RSS link có %s"
"Unapproved","Không được chấp thuận"
"Points Currency Information","Các thông tin Wannabe Xu tiền tệ"
"Points Appearance","Xuất hiện Wannabe Xu"
"Make Transfer","Thực hiện chuyển giao"
"Give Points","Cho Wannabe Xu"
"Are you sure you want to create the transfer for all selected customers?","Bạn có chắc chắn muốn tạo chuyển giao cho tất cả khách hàng lựa chọn?"
"Deduct Points","Khấu trừ Wannabe Xu"
"Catalog Points Distribution Rules","Các luật tặng Wannabe Xu trong danh mục"
"Add New Catalog Distribution Rule","Thêm mới luật tặng Wannabe Xu trong danh mục"
"Catalog Points Redemption Rules","Các luật mua lại Wannabe Xu trong danh mục"
"Add New Catalog Redemption Rule","Thêm mới luật mua lại Wannabe Xu trong danh mục"
"Shopping Cart Points Distributions Rules","Các luật tặng Wannabe Xu trong giỏ hàng"
"Add New Cart Distributions Rule","Thêm mới luật tặng Wannabe Xu trong giỏ hàng"
"Shopping Cart Points Redemption Rules","Các luật mua lại Wannabe Xu trong giỏ hàng"
"Add New Cart Redemption Rule","Thêm mới luật mua lại Wannabe Xu trong giỏ hàng"
"Special Rule Edit","Sửa luật đặc biệt"
"Transfer Information","Thông tin chuyển giao"
"Reference Order","Tham khảo đơn đặt hàng"
"Reference Poll","Tham khảo thăm dò ý kiến"
"Reference Friend","Tham khảo bạn bè"
"Reference Review/Rating","Tham khảo nhận xét đánh giá"
"Reference Other Transfer","Tham khảo chuyển giao khác"
"Reference Product Tag","Tham khảo tag(nhãn) sản phẩm"
"You are currently subscribed to ","Bạn hiện đang đăng ký "
"You Will Spend","Sử dụng: "
"You cannot use points until you login or create a new account.","Bạn không thể sử dụng Wannabe Xu cho đến khi bạn đăng nhập hoặc tạo tài khoản mới."
"Use Your Points","Sử dụng <a href=""http://wannabe.com.vn/wannabe-xu.html"" title=""Hướng dẫn về Wannabe Xu""><strong>Wannabe Xu</strong></a> để được giảm giá"
"costs","Chi phí"
"You will earn %s for buying this product","Bạn sẽ được tặng %s cho sản phẩm này"
"Stock","Cổ phần"
"Sale items %s to %s of %s.","Bán các thành phần %s đến %s của %s."
"Showing %s Item(s) on sale.","Showing %s Item(s) on sale."
"Currency Appearance","Currency Appearance"
"Image Path (relative to store skin)","Image Path (relative to store skin)"
"Image Width (px)","Image Width (px)"
"Image Height (px)","Image Height (px)"
"Print Points on Image","Print Points on Image"
"Font Path (relative to store skin)","Font Path (relative to store skin)"
"Font Size (pt)","Font Size (pt)"
"Font Color (numeric)","Font Color (numeric)"
"Font Left Offset","Font Left Offset"
"Font Top Offset","Font Top Offset"
"Currency Caption","Currency Caption"
"Plural Currency Caption","Plural Currency Caption"
"Currency Value","Currency Value"
"Catalog Points Redemption Rule","Luật mua lại Wannabe Xu trong danh mục"
"Catalog Points Distribution Rule","Luật tặng Wannabe Xu trong danh mục"
"Shopping Cart Points Redemption Rule","Luật mua lại Wannabe Xu trong giỏ hàng"
"Shopping Cart Points Distribution Rule","Luận tặng Wannabe Xu trong giỏ hàng"
"Grant Points","Grant Points"
Customer...,Customer...
"Customer Group Is... ","Customer Group Is... "
"Date is After...","Date is After..."
"Date is Before...","Date is Before..."
"Date is Before: ","Date is Before: "
"Points Currency","Points Currency"
"Transfer Style","Transfer Style"
"Points Amount","Points Amount"
"Post Date","Post Date"
"Successfully cancelled transfer ID #","Successfully cancelled transfer ID #"
"Could not successfully revoke points associated with cancelled order.","Could not successfully revoke points associated with cancelled order."
"Item Discounts","Quy đổi(giảm giá)"
"Attribute group with the \",Attribute group with the \"","Attribute group with the \",Attribute group with the \""
"Your Points","Wannabe Xu của bạn"
"Reward With Points","Reward With Points"
"Points Amount (X)","Points Amount (X)"
"Monetary Step (Y)","Monetary Step (Y)"
"Monetary Step Currency","Monetary Step Currency"
"Maximum Total of Points To Transfer (0 for unlimited)","Maximum Total of Points To Transfer (0 for unlimited)"
"Quantity Step (Z)","Quantity Step (Z)"
"Clear Selections","Clear Selections"
"Shopping Cart Rule Name","Shopping Cart Rule Name"
"Catalog Rule Name","Catalog Rule Name"
"Points Rule ID","Points Rule ID"
"Points & Rewards","Points & Rewards"
"Uses Allowed Per Product (0 for unlimted)","Uses Allowed Per Product (0 for unlimted)"
"Product Conditions","Product Conditions"
"Customer Spends Points","Customer Spends Points"
"No Additional Discount--","No Additional Discount--"
"Monetary Step (Y) (in base currency)","Bước tiền tệ (Y) (ở cơ sở tiền tệ)"
"You have earned the following points on this order: ","You have earned the following points on this order: "
"You have spent the following points on this order: ","You have spent the following points on this order: "
"Your point transactions are currently pending and will be approved ","Your point transactions are currently pending and will be approved "
"Point Currencies","Point Currencies"
"Distribution Rules","Distribution Rules"
"Point Rules","Point Rules"
Catalog,Catalog
"Shopping Cart","Shopping Cart"
"Customer Behavior","Customer Behavior"
"Redemption Rules","Redemption Rules"
"Apply Catalog Rules","Apply Catalog Rules"
"Customers' Points","Customers' Points"
"Manage Transfers","Manage Transfers"
"Redemptions","Đã sử dụng Wannabe Xu"
Distributions,Distributions
"All Other Transfers","All Other Transfers"
"Create New Transfer","Create New Transfer"
"Points transfer initiated by the store administrator.","Points transfer initiated by the store administrator."
"zero points","zero points"
"Should the system allow customers to aquire a negative point balance in any point currency?","Should the system allow customers to aquire a negative point balance in any point currency?"
"Can customers use redemptions without being logged in?","Can customers use redemptions without being logged in?"
"Display Settings","Display Settings"
"Show Zero Cart Redemptions","Show Zero Cart Redemptions"
"Show cart redemptions total row when no redemptions are present.","Show cart redemptions total row when no redemptions are present."
"Guest Redemptions","Guest Redemptions"
"Show cart distributions total row when no distributions are present.","Show cart distributions total row when no distributions are present."
"Show Points Sidebar","Show Points Sidebar"
"Show Sidebar When Not Logged In","Show Sidebar When Not Logged In"
"Zero Points Caption","Zero Points Caption"
"# Products In Rewards Catalog","# Products In Rewards Catalog"
"The number of products to show in the mini rewards catalog in the customer points management panel.","The number of products to show in the mini rewards catalog in the customer points management panel."
"Initial Transfer Statuses","Initial Transfer Statuses"
"After Order","Sau khi đặt hàng"
"After Review","Sau khi nhận xét"
"After Rating","After Rating"
"After Poll","Sau khi thăm dò ý kiến"
"After Send Friend","Sau khi gửi bạn bè"
"After Tag","Sau khi tag(nhãn)"
"After Newsletter","Sau khi Newsletter"
"After Sign up","Sau khi đăng ký thành viên"
"Transfer To Friend","Chuyển giao cho bạn bè"
"Order Fulfillment","Thực hiện đặt hàng"
"Automatically Remove Points On Cancel","Tự động tra Wannabe Xu khi bị hủy"
"When an order is cancelled, should the point transfers associated with these orders be revoked/cancelled as well?","When an order is cancelled, should the point transfers associated with these orders be revoked/cancelled as well?"
"Automatically Approve Points on Invoice","Automatically Approve Points on Invoice"
"Automatically approve all related point transfers when the customer pays for the order.","Automatically approve all related point transfers when the customer pays for the order."
"Automatically Approve Points On Shipment","Automatically Approve Points On Shipment"
"Automatically approve all related point transfers when the order has been shipped.","Automatically approve all related point transfers when the order has been shipped."
"Customer Rewards","Thưởng khách hàng"
"Earning Points","Earning Points"
"Catalog Earning Rules","Catalog Earning Rules"
"Shopping Cart Earning Rules","Shopping Cart Earning Rules"
"Customer Behavior Earning Rules","Customer Behavior Earning Rules"
"Redeeming Points","Redeeming Points"
"Catalog Redeeming Rules","Catalog Redeeming Rules"
"Shopping Cart Redeeming Rules","Shopping Cart Redeeming Rules"
"Points received for signing up to a newsletter.","Points received for signing up to a newsletter."
"You cannot send points to yourself!!","You cannot send points to yourself!!"
"Transfer #%s is already %s.","Transfer #%s is already %s."
"Transfer #%s cannot be changed from %s to %s.","Transfer #%s cannot be changed from %s to %s."
"Try revoking the transfer(s) instead.","Try revoking the transfer(s) instead."
"Create And Continue Edit","Create And Continue Edit"
"%s are pending approval.","%s đang chờ xét."
"You could receive %s for writing a review and/or rating this product.","Viết Nhận Xét về sản phẩm này để nhận <span class=""price""><b>%s</b></span>. <a href=""http://wannabe.com.vn/wannabe-xu.html"" title=""Hướng dẫn về Wannabe Xu"" target=""_blank""><strong>Wannabe Xu</strong></a> được dùng để mua sản phẩm với giá giảm đến <span class=""price""><b>0 đồng</b></span> tại Wannabe.com.vn.<a href=""http://wannabe.com.vn/wannabe-xu.html"" title=""Hướng dẫn về Wannabe Xu"" target=""_blank"">Wannabe Xu là gì?</a>"
"You do not have enough points to spend on this order.  ","Bạn không đủ Wannabe Xu để được giảm giá trong đơn hàng này.  "
"You will not be able to earn or spend points when checking out with multiple addresses.","You will not be able to earn or spend points when checking out with multiple addresses."
"Customer Spending Style","Customer Spending Style"
"The customer was credited %s for the order.","The customer was credited %s for the order."
"You earned %s on the order you just placed.","Bạn thu được %s trên đơn hàng mà bạn vừa đặt."
"The customer was deducted %s for the order.","The customer was deducted %s for the order."
"You spent %s on the order you just placed.","Bạn đã sử dụng %s cho đơn hàng này."
"The customer","The customer"
"Your point transactions are currently pending and will be approved when we finish processing your order.","Wannabe.com.vn đã nhận được yêu cầu đổi Wannabe Xu của bạn và sẽ được xử lý cùng với đơn hàng này."
"Can\'t get customer instance","Can\'t get customer instance"
"Customer Point Transfers","Customer Point Transfers"
"There are %s in this account.","There are %s in this account."
"%s, %s off","%s giảm %s"
"New Transfer","New Transfer"
"See product details","See product details"
"Spends X points for every Y dollar amount in profit","Spends X points for every Y dollar amount in profit"
"For every Y amount of profit spent, deduct X points","For every Y amount of profit spent, deduct X points"
"New Distribution Rule","New Distribution Rule"
"Applicable Distribution Rules","Applicable Distribution Rules"
"There are %s that can be earned from this product.","There are %s that can be earned from this product."
"Applicable Redemption Rules","Applicable Redemption Rules"
"New Redemption Rule","New Redemption Rule"
"For every Y dollar amount in PRICE, give X points","Đối với mỗi số tiền Y của GIÁ, tặng Wannabe Xu X"
"For every Y dollar amount in PROFIT, give X points","Đối với mỗi số tiền Y của LỢI NHUẬN, tặng X Wannabe Xu"
Transfers,Transfers
"Earnings","Được tặng Wannabe Xu"
"Spendings","Sử dụng Wannabe Xu"
"Default message for mass transfers","Default message for mass transfers"
"Transfer revoked","Transfer revoked"
"Points received from a friend","Points received from a friend"
"Points sent to a friend","Points sent to a friend"
"Points earned for signing up to the site","Points earned for signing up to the site"
"Points earned for signing up to the newsletter","Points earned for signing up to the newsletter"
"Points earned for tagging a product","Points earned for tagging a product"
"Points earned for telling a friend about a product","Points earned for telling a friend about a product"
"Points earned for participating in a poll","Points earned for participating in a poll"
"Points earned for writing a review or rating a product","Points earned for writing a review or rating a product"
"Points spent on order","Points spent on order"
"Points earned from order","Points earned from order"
"Transfer Comments","Transfer Comments"
"Redemption rule points cost cannot be 0 points.","Redemption rule points cost cannot be 0 points."
"The product no longer exists in the cart, so points cannot be redeemed on it.","The product no longer exists in the cart, so points cannot be redeemed on it."
"An error occurred while trying to process your attempt to redeem points on a product.  Please contact the store ({$this->getSupportEmail()}).","An error occurred while trying to process your attempt to redeem points on a product.  Please contact the store ({$this->getSupportEmail()})."
"Sorry, unable to spend your points this way for this shopping cart.","Sorry, unable to spend your points this way for this shopping cart."
"It seems like your cart may have expired, so points weren","It seems like your cart may have expired, so points weren"
"Please specify an amount greater than zero.","Please specify an amount greater than zero."
"You can","You can"
"You are now spending %s on this cart.","You are now spending %s on this cart."
"Refers a friend","Refers a friend"
"Spend Points","Spend Points"
"Activate Layout Actions","Activate Layout Actions"
"All rules and settings were deleted.","All rules and settings were deleted."
"Config settings were reverted.","Config settings were reverted."
"Are you sure you would like to delete all Sweet Tooth rules?  Unless you haveve made a back-up, this is irreversable...","Are you sure you would like to delete all Sweet Tooth rules?  Unless you haveve made a back-up, this is irreversable..."
"Delete All","Delete All"
"Export Campaign","Export Campaign"
"Export Config","Export Config"
"Are you sure you would like to revert all Sweet Tooth config?  Unless you have made a back-up, this is irreversable...","Are you sure you would like to revert all Sweet Tooth config?  Unless you have made a back-up, this is irreversable..."
"Revert Settings","Revert Settings"
"Rules were imported successfully.","Rules were imported successfully."
"Settings were imported successfully.","Settings were imported successfully."
"The balance of %s for the customer %s with the e-mail %s has expired.  It was %s since his/her last activity.","The balance of %s for the customer %s with the e-mail %s has expired.  It was %s since his/her last activity."
"The customer %s with the e-mail %s was sent notification that his/her points will expire in %s days.","The customer %s with the e-mail %s was sent notification that his/her points will expire in %s days."
"% Off","% giảm"
"The catalog redemption rule entitled %s is invalid and cannot be applied.","The catalog redemption rule entitled %s is invalid and cannot be applied."
" For every X points spent, discount Y"," Với mỗi Wannabe Xu X chi, giảm giá Y"
"Tags a product","Tags a product"
"Give points to the customer","Give points to the customer"
"The rule %s does not apply to your cart.","The rule %s does not apply to your cart."
"The rule %s was not applied to your cart.","Luật %s không được thực hiện trong giỏ hàng của bạn."
"Spend your points","Giảm giá với <a href=""http://wannabe.com.vn/wannabe-xu.html"" title=""Hướng dẫn về Wannabe Xu"" target=""_blank"">Wannabe Xu</a>"
"You need to [[log-in]] to use your points.","Bạn cần phải [[đăng nhập]] để sử dụng Wannabe Xu."
"Choose how many points to spend","Chọn bao nhiêu Wannabe Xu để đổi"
"Maximize my discount with points","Đổi hết"
"You need to log-in to spend points.","Bạn cần đăng nhập để có thể đổi Wannabe Xu."
"More ways to spend points","Các cách khác dùng <a href=""http://wannabe.com.vn/wannabe-xu.html"" title=""Hướng dẫn về Wannabe Xu"" target=""_blank""><strong>Wannabe Xu</strong></a> để đổi"
"Spend <b>%s</b>, Get <b>%s</b>","Spend <b>%s</b>, Get <b>%s</b>"
"Use your points on any of these products","Dùng Wannabe Xu để đổi giảm giá các sản phẩm sau"
"Friend","Bạn bè"
"Your points balance will expire in %s days.","Số Wannabe Xu của bạn sẽ hết hạn trong %s ngày."
"%s Point","%s"
"%s Points","%s"
"Refreshing cart, please wait..","Làm mới giỏ hàng, xin vui lòng chờ đợi .."
"(Earn %s for signing up)","(có được %s để đăng ký)"
"You will receive %s upon approval of this review and/or rating.","Khách Hàng (mua ít nhất 1 đơn hàng thành công) sẽ nhận được <span class=""price""><b>400 Wannabe Xu</b></span> sau khi bài nhận xét được duyệt. Thành Viên (chưa mua hàng) sẽ nhận được <span class=""price""><b>200 Wannabe Xu</b></span>. <a href=""http://wannabe.com.vn/wannabe-xu.html"" title=""Hướng dẫn về Wannabe Xu"" target=""_blank""><strong>Wannabe Xu</strong></a> được dùng để mua sản phẩm với giá giảm đến 0 đồng tại Wannabe.com.vn.<a href=""http://wannabe.com.vn/wannabe-xu.html"" title=""Hướng dẫn về Wannabe Xu"" target=""_blank""><span style=""background-color: #FF0"">Hướng dẫn Wannabe Xu</span></a>. <br />Nhận xét phải đáp ứng tiêu chí sau: trên 100 từ, có dấu, hữu ích cho mọi người và không lấy từ nguồn khác."
"Earn %s for each approved tag you make.","Có được %s cho mỗi tag(nhãn) được chấp nhận."
"This value cannot be less than or equal to zero.","Giá trị này không thể nhỏ hơn hoặc bằng số 0."
"All Sweet Tooth rules and settings were imported successfully.","Tất cả Wannabe.com.vn luật và các thiết lập đã được nhập thành công."
"Spend one point less","Hãy dành 1 ít Wannabe Xu"
"Spend one point more","Hãy dành Wannabe Xu nhiều hơn"
"Updating Points Information...","Cập nhật thông tin các Wannabe Xu ..."
"Fixed Amount","Tiền có định"
"Change # Points Spent","thay đổi # Wannabe Xu đã qua chi"
"Updating Total...","Tổng số cập nhận..."
"Choose # of Points to Spend","Choose # of Points to Spend"
"Spending:","Sử dụng:"
"Earning:","Được tặng:"
"Change Points Usage","Thay đổi các Wannabe Xu sử dụng"
"Click here to change points spent on this order.","Click here to change points spent on this order."
"Pay for shipping with points","Pay for shipping with points"
"Sweet Tooth - Points Expiry Notice","Sweet Tooth - Points Expiry Notice"
"Can customers begin to redeem points before they log-in?  They will eventually have to log-in to complete their order either way.","Can customers begin to redeem points before they log-in?  They will eventually have to log-in to complete their order either way."
"Customer Account Summary Message","Customer Account Summary Message"
"This is the message that the customer sees when logged in in the summary box.  Default is no message (blank).  HTML is valid here.","This is the message that the customer sees when logged in in the summary box.  Default is no message (blank).  HTML is valid here."
"Show Send Points To A Friend","Show Send Points To A Friend"
"Should the customer be given the option to send points to a friend in the customer account panel rewards section?","Should the customer be given the option to send points to a friend in the customer account panel rewards section?"
"Show Mini Redemption Catalog","Show Mini Redemption Catalog"
"Should the mini redemption catalog in the customer account panel rewards section?","Should the mini redemption catalog in the customer account panel rewards section?"
"Show Points Optimizer","Show Points Optimizer"
